	{
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.000000, 3.000000, 2.000000, 3.000000, 0.000000, 2.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 3.000000, 7.000000, 8.000000, 9.000000, 8.000000, 7.000000, 9.000000, 3.000000, 0.000000, 1.000000, 0.000000, 5.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 49.000000, 173.000000, 255.000000, 255.000000, 255.000000, 255.000000, 238.000000, 130.000000, 131.000000, 46.000000, 5.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 158.000000, 252.000000, 255.000000, 255.000000, 255.000000, 255.000000, 255.000000, 255.000000, 255.000000, 255.000000, 252.000000, 167.000000, 52.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 56.000000, 242.000000, 255.000000, 255.000000, 255.000000, 255.000000, 255.000000, 255.000000, 255.000000, 255.000000, 255.000000, 255.000000, 255.000000, 239.000000, 52.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9.000000, 99.000000, 237.000000, 245.000000, 244.000000, 217.000000, 145.000000, 146.000000, 160.000000, 178.000000, 255.000000, 255.000000, 254.000000, 255.000000, 255.000000, 190.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.000000, 184.000000, 248.000000, 245.000000, 248.000000, 53.000000, 1.000000, 0.000000, 6.000000, 15.000000, 186.000000, 252.000000, 253.000000, 254.000000, 255.000000, 117.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 47.000000, 224.000000, 250.000000, 245.000000, 216.000000, 29.000000, 0.000000, 6.000000, 6.000000, 21.000000, 207.000000, 249.000000, 251.000000, 249.000000, 202.000000, 71.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 19.000000, 193.000000, 248.000000, 247.000000, 195.000000, 20.000000, 1.000000, 1.000000, 54.000000, 222.000000, 250.000000, 250.000000, 248.000000, 253.000000, 99.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5.000000, 47.000000, 235.000000, 247.000000, 255.000000, 116.000000, 32.000000, 88.000000, 188.000000, 255.000000, 254.000000, 253.000000, 242.000000, 90.000000, 19.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.000000, 20.000000, 193.000000, 249.000000, 255.000000, 105.000000, 198.000000, 255.000000, 255.000000, 253.000000, 255.000000, 219.000000, 43.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 125.000000, 249.000000, 252.000000, 254.000000, 255.000000, 255.000000, 255.000000, 241.000000, 164.000000, 49.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 193.000000, 246.000000, 251.000000, 255.000000, 254.000000, 255.000000, 242.000000, 157.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 120.000000, 247.000000, 253.000000, 250.000000, 253.000000, 241.000000, 156.000000, 8.000000, 4.000000, 4.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000000, 0.000000, 90.000000, 240.000000, 254.000000, 252.000000, 253.000000, 255.000000, 234.000000, 68.000000, 1.000000, 4.000000, 6.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 94.000000, 244.000000, 251.000000, 245.000000, 252.000000, 255.000000, 255.000000, 255.000000, 240.000000, 47.000000, 6.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 4.000000, 2.000000, 226.000000, 247.000000, 248.000000, 203.000000, 97.000000, 211.000000, 252.000000, 255.000000, 249.000000, 89.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 4.000000, 0.000000, 122.000000, 252.000000, 241.000000, 221.000000, 34.000000, 94.000000, 255.000000, 255.000000, 251.000000, 191.000000, 6.000000, 6.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 4.000000, 241.000000, 250.000000, 213.000000, 84.000000, 148.000000, 236.000000, 253.000000, 250.000000, 255.000000, 72.000000, 2.000000, 2.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 2.000000, 2.000000, 65.000000, 249.000000, 249.000000, 254.000000, 252.000000, 255.000000, 252.000000, 254.000000, 254.000000, 215.000000, 32.000000, 8.000000, 6.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 115.000000, 252.000000, 254.000000, 255.000000, 255.000000, 255.000000, 255.000000, 217.000000, 116.000000, 33.000000, 5.000000, 7.000000, 3.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 58.000000, 248.000000, 255.000000, 255.000000, 185.000000, 255.000000, 152.000000, 31.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 4.000000, 2.000000, 0.000000, 6.000000, 0.000000, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5.000000, 0.000000, 3.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
		{0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, },
	},

